phylum,classe,ordine,famiglia,specie_lat,specie_it,L. 157/92 art. 2,L. 157/92,79/409 CEE Ap.1,79/409 CEE Ap.2/I,79/409 CEE Ap.2/II,79/409 CEE Ap.3/I,79/409 CEE Ap.3/II,BERNA Ap.2,BERNA Ap.3,CITES All. A,CITES All. B,CITES All. D,BONN Ap.1,BONN Ap.2,HABITAT Ap.2,HABITAT Ap.4,HABITAT Ap.5,BARCELLONA all. 2,ENDEMICA,CHECKLIST,IUCN,Valori
Chordata,AVES,GALLIFORMES,Phasianidae,Perdix perdix italica,Starna ss. italiana,,,x,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,GALLIFORMES,Phasianidae,"Phasianus colchicus Linnaeus, 1758",Fagiano comune,,,,x,,x,,,x,,,,,,,,,,,,None,3
Chordata,AVES,GALLIFORMES,Tetraonidae,"Bonasa bonasia (Linnaeus, 1758)",Francolino di monte,,x,x,,x,,,,x,,,,,,,,,,,,None,4
Chordata,AVES,GALLIFORMES,Tetraonidae,"Lagopus mutus (Montin, 1776)",Pernice bianca,,,,x,,,x,,x,,,,,,,,,,,,None,3
Chordata,AVES,GALLIFORMES,Tetraonidae,Lagopus mutus helveticus,Pernice bianca ss. delle Alpi,,,x,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,GALLIFORMES,Tetraonidae,"Tetrao tetrix  Linnaeus, 1758",Fagiano di monte,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,GALLIFORMES,Tetraonidae,Tetrao tetrix  tetrix,Fagiano di monte ss. continentale,,,x,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,GALLIFORMES,Tetraonidae,"Tetrao urogallus  Linnaeus, 1758",Gallo cedrone,,x,x,,x,,x,,x,,,,,,,,,,,,None,5
Chordata,AVES,GAVIIFORMES,Gaviidae,"Gavia adamsii (Gray, 1859) ",Strolaga becco giallo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,GAVIIFORMES,Gaviidae,"Gavia arctica (Linnaeus, 1758)",Strolaga mezzana,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GAVIIFORMES,Gaviidae,"Gavia immer (Brünnich, 1764)",Strolaga maggiore,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GAVIIFORMES,Gaviidae,"Gavia stellata (Pontoppidan, 1763)",Strolaga minore,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Gruidae,"Anthropoides virgo (Linnaeus, 1758)",Damigella di Numidia,,x,,,,,,x,,,x,,,x,,,,,,,None,4
Chordata,AVES,GRUIFORMES,Gruidae,"Grus grus (Linnaeus, 1758)",Gru,x,,x,,,,,x,,x,,,,x,,,,,,,None,5
Chordata,AVES,GRUIFORMES,Otididae,"Chlamydotis undulata (Jacquin, 1784)",Ubara,,x,x,,,,,x,,,x,,,,,,,,,,None,4
Chordata,AVES,GRUIFORMES,Otididae,"Otis tarda  Linnaeus, 1758",Otarda,x,,x,,,,,x,,x,,,x,x,,,,,,,None,6
Chordata,AVES,GRUIFORMES,Otididae,"Tetrax tetrax (Linnaeus, 1758)",Gallina prataiola,x,,x,,,,,x,,x,,,,,,,,,,,"A minor rischio, Quasi a rischio",4
Chordata,AVES,GRUIFORMES,Rallidae,"Crex crex (Linnaeus, 1758)",Re di quaglie,,x,x,,,,,x,,,,,,x,,,,,,,Vulnerabile,4
Chordata,AVES,GRUIFORMES,Rallidae,"Fulica atra Linnaeus, 1758",Folaga,,,,x,,,x,,x,,,,,x,,,,,,,None,4
Chordata,AVES,GRUIFORMES,Rallidae,"Fulica cristata Gmelin, 1789",Folaga cornuta,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Rallidae,"Gallinula chloropus (Linnaeus, 1758)",Gallinella d'acqua,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,GRUIFORMES,Rallidae,"Porphyrio porphyrio (Linnaeus, 1758)",Pollo sultano,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Rallidae,"Porphyrula alleni (Thomson, 1842)",Pollo sultano di Allen,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,GRUIFORMES,Rallidae,"Porzana parva (Scopoli, 1769)",Schiribilla,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Rallidae,"Porzana porzana (Linnaeus, 1766)",Voltolino,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Rallidae,"Porzana pusilla (Pallas, 1776)",Schiribilla grigiata,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,GRUIFORMES,Rallidae,"Rallus aquaticus Linnaeus, 1758",Porciglione,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,GRUIFORMES,Turnicidae,"Turnix sylvatica (Desfontaines, 1787)",Quaglia tridattila,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Aegithalidae,"Aegithalos caudatus Linnaeus, 1758",Codibugnolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Alaemon alaudipes (Desfontaines, 1748)",Allodola beccocurvo,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Alauda arvensis (Linnaeus, 1758)",Allodola,,x,,,x,,,,x,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Alaudidae,"Ammomanes cincturus (Gould, 1812)",Allodola del deserto minore,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Calandrella brachydactyla (Leisler, 1814)",Calandrella,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Alaudidae,"Calandrella rufescens (Vieillot, 1820)",Pispoletta,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Chersophilus duponti (Vieillot, 1820)",Allodola del Dupont,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Alaudidae,"Eremophila alpestris (Linnaeus, 1758)",Allodola golagialla,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Galerida cristata (Linnaeus, 1758)",Cappellaccia,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Lullula arborea (Linnaeus, 1758)",Tottavilla,,x,x,,,,,,x,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Alaudidae,"Melanocorypha bimaculata Ménétriés, 1832",Calandra  asiatica,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Melanocorypha calandra (Linnaeus, 1766)",Calandra,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Alaudidae,"Melanocorypha leucoptera Pallas, 1811",Calandra  siberiana,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Alaudidae,"Melanocorypha yeltoniensis Forster, 1768",Calandra nera ,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Bombycillidae,"Bombycilla garrulus (Linnaeus, 1758)",Beccofrusone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Certhiidae,"Certhia brachydactyla Brehm, 1820",Rampichino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Certhiidae,"Certhia familiaris Linnaeus, 1758",Rampichino alpestre,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Cinclidae,"Cinclus cinclus (Linnaeus, 1758)",Merlo acquaiolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Corvidae,"Corvus corax  Linnaeus, 1758",Corvo imperiale,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Corvidae,"Corvus frugilegus  Linnaeus, 1758",Corvo,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,PASSERIFORMES,Corvidae,"Corvus monedula  Linnaeus, 1758",Taccola,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,PASSERIFORMES,Corvidae,"Nucifraga caryocatactes  (Linnaeus, 1758) ",Nocciolaia,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Corvidae,"Pyrrhocorax graculus  (Linnaeus, 1758) ",Gracchio alpino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Corvidae,"Pyrrhocorax pyrrhocorax  (Linnaeus, 1758) ",Gracchio corallino,x,x,x,,,,,x,,,,,,,,,,,,,None,4
Chordata,AVES,PASSERIFORMES,Emberizidae,"Calcarius lapponicus (Linnaeus, 1758) ",Zigolo di Lapponia,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza aureola Pallas, 1766",Zigolo dal collare,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza bruniceps Brandt, 1843",Zigolo testa aranciata,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,Emberiza caesia Cretzschmar,Ortolano grigio,,x,x,,,, ,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza cia Linnaeus, 1758 ",Zigolo muciatto,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza cioides Brandt, 1843",Zigolo muciatto orientale,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza cirlus  Linnaeus, 1758 ",Zigolo nero,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza citrinella  Linnaeus, 1758 ",Zigolo giallo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza hortulana  Linnaeus, 1758 ",Ortolano,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza leucocephalos Gmelin, 1771",Zigolo golarossa,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza melanocephala Scopoli, 1769",Zigolo capinero,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza pusilla Pallas, 1766",Zigolo minore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza rustica Pallas, 1766",Zigolo boschereccio,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Emberiza schoeniclus (Linnaeus, 1758) ",Migliarino di palude,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Miliaria calandra (Linnaeus, 1758) ",Strillozzo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Plectrophenax nivalis (Linnaeus, 1758) ",Zigolo delle nevi,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Emberizidae,"Zonotrichia iliaca (Merrem, 1786)",Passerella iliaca,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Bucanetes githagineus (Lichtenstein, 1823)",Trombettiere,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis  chloris (Linnaeus, 1758) ",Verdone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis cannabina (Linnaeus, 1758) ",Fanello,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis carduelis (Linnaeus, 1758) ",Cardellino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis flammea (Linnaeus, 1758) ",Organetto,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis flavirostris (Linnaeus, 1758) ",Fanello nordico,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carduelis spinus (Linnaeus, 1758) ",Lucarino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Carpodacus erythrinus (Pallas, 1770)",Ciuffolotto scarlatto,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Coccothraustes coccothraustes (Linnaeus, 1758) ",Frosone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Fringilla coelebs Linnaeus, 1758",Fringuello,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Fringilla montifringilla Linnaeus, 1758",Peppola,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Loxia curvirostra Linnaeus, 1758",Crociere,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Loxia leucoptera Gmelin, 1789",Crociere fasciato,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Loxia pytyopsittacus Borkhausen, 1793",Crociere delle pinete,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Pinicola enucleator (Linnaeus, 1758) ",Ciuffolotto delle pinete,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Pyirrhula pyirrhula (Linnaeus, 1758) ",Ciuffolotto,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Serinus citrinella (Pallas, 1764)",Venturone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Fringillidae,"Serinus serinus (Linnaeus, 1766) ",Verzellino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Hirundinidae,"Delichon urbica (Linnaeus, 1758)",Balestruccio,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Hirundinidae,"Hirundo daurica Linnaeus, 1771",Rondine rossiccia,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Hirundinidae,"Hirundo rustica Linnaeus, 1758",Rondine,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Hirundinidae,"Ptyonoprogne rupestris (Scopoli, 1769)",Rondine montana,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Hirundinidae,"Riparia riparia (Linnaeus, 1758)",Topino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Icteridae,"Dolichonyx oryzivorus (Linnaeus, 1758)",Bobolink,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Laniidae,"Lanius collurio Linnaeus, 1758",Averla piccola,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Laniidae,"Lanius excubitor Linnaeus, 1758",Averla maggiore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Laniidae,"Lanius minor Gmelin, 1788",Averla cenerina,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Laniidae,"Lanius senator Linnaeus, 1758",Averla capirossa,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus campestris  Linnaeus, 1758",Calandro,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus cervinus Pallas, 1811",Pispola golarossa,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus novaeseelandiae Bechstein, 1805",Calandro maggiore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus pratensis  Linnaeus, 1758",Pispola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus rubescens Tunstall, 1771",Spioncello americano,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus spinoletta  Linnaeus, 1758",Spioncello,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Anthus trivialis  Linnaeus, 1758",Prispolone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Motacilla alba  Linnaeus, 1758",Ballerina bianca,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Motacilla cinerea Tunstall, 1771",Ballerina gialla,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Motacilla citreola Pallas, 1776",Cutrettola testagialla orientale,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Motacillidae,"Motacilla flava  Linnaeus, 1758",Cutrettola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Muscicapidae,"Ficedula albicollis Temminck, 1815",Balia dal collare,,x,x,,,,,x,,,,,,x,,,,,,,None,4
Chordata,AVES,PASSERIFORMES,Muscicapidae,"Ficedula hypoleuca Pallas, 1764 ",Balia nera,,x,,,,,,x,,,,,,x,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Muscicapidae,"Ficedula parva Bechstein, 1794",Pigliamosche pettirosso,,x,x,,,,,x,,,,,,x,,,,,,,None,4
Chordata,AVES,PASSERIFORMES,Muscicapidae,"Ficedula semitorquata (Homeyer, E., 1885)",Balia caucasica,,x,x,,,,,x,,,,,,x,,,,,,,None,4
Chordata,AVES,PASSERIFORMES,Muscicapidae,"Muscicapa striata Pallas, 1764",Pigliamosche,,x,,,,,,x,,,,,,x,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Oriolidae,"Oriolus oriolus Linnaeus, 1758",Rigogolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus ater Linnaeus, 1758",Cincia mora,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus caeruleus Linnaeus, 1758",Cinciarella,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus cristatus Linnaeus, 1758",Cincia dal ciuffo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus lugubris Temminck, 1820  ",Cincia dalmatina,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus major Linnaeus, 1758",Cinciallegra,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus montanus Conrad, 1827",Cincia bigia alpestre,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Paridae,"Parus palustris Linnaeus, 1758",Cincia bigia,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Passeridae,"Montifringilla nivalis (Linnaeus, 1766) ",Fringuello alpino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Passeridae,"Passer domesticus (Linnaeus, 1758) ",Passera oltremontana,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,PASSERIFORMES,Passeridae,"Passer hispaniolensis (Temminck, 1820)",Passera sarda,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Passeridae,"Passer montanus (Linnaeus, 1758) ",Passera mattugia,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Passeridae,"Petronia petronia (Linnaeus, 1766) ",Passera lagia,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Prunellidae,"Prunella collaris (Scopoli, 1769)",Sordone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Prunellidae,"Prunella modularis Linnaeus, 1758",Passera scopaiola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Prunellidae,"Prunella montanella Pallas, 1770",Passera scopaiola asiatica,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Remizidae,"Remiz pendulinus  (Linnaeus, 1758) ",Pendolino,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sittidae,"Sitta europea Linnaeus, 1758",Picchio muratore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sturnidae,"Sturnus roseus (Linnaeus, 1758) ",Storno roseo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sturnidae,"Sturnus unicolor Temminck, 1820  ",Storno nero,,x,,,x,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Sturnidae,"Sturnus vulgaris Linnaeus, 1758",Storno,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus arundinaceus Linnaeus, 1758",Cannareccione,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus dumetorum Blyth, 1849",Cannaiola di Blit,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus melanopogon (Temminck, 1823)",Forapaglie castagnolo,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus paludicola Vieillot, 1817",Pagliarolo,,x,x,,,,,x,,,,,x,x,,,,,,,Vulnerabile,5
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus palustris Bechstein, 1798",Cannaiola verdognola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus schoenobaenus Linnaeus, 1758",Forapaglie,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Acrocephalus scirpaceus Herman, 1804",Cannaiola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Cettia cetti (Temminck, 1820)",Usignolo di fiume,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Cisticola juncidis (Rafinesque, 1810)",Beccamoschino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Hippolais icterina Vieillot, 1817",Canapino maggiore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Hippolais olivetorum Strickland, 1837",Canapino levantino,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Sylviidae,"Hippolais pallida (Hemprich & Ehrenberg, 1833)",Canapino pallido,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Hippolais polyglotta (Vieillot, 1817)",Canapino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Locustella luscinioides (Savi, 1824)",Salciaiola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Locustella naevia (Boddaert, 1783)",Forapaglie macchiettato,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus bonelli Vieillot, 1819",Luì bianco,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus borealis (Blasius, 1858)",Luì boreale,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus collybita Vieillot, 1817",Luì piccolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus fuscatus Blyth, 1842",Luì scuro,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus inornatus Blyth, 1842",Luì forestiero,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus sibilatrix Bechstein, 1795",Luì verde,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Phylloscopus trochilus Linnaeus, 1758",Luì grosso,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Regulus ignicapillus Temminck, 1820 ",Fiorrancino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Regulus regulus Linnaeus, 1758",Regolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia atricapilla Linnaeus, 1758",Capinera,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia borin Boddaert, 1783",Beccafico,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia cantillans Pallas, 1784",Sterpazzolina,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia communis Latham, 1787",Sterpazzola,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia conspicillata Temminck, 1820",Sterpazzola di Sardegna,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia curruca Linnaeus, 1758",Bigiarella,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia hortensis (Gmelin, 1789)",Bigia grossa,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia melanocephala Gmelin, 1789",Occhiocotto,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia nana (Hemprich & Ehrenberg, 1833)",Sterpazzola nana,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia nisoria Bechstein, 1797",Bigia padovana,,x,x,,,,,x,,,,,,,,,,,,,None,3
